id,SalePrice
1461,123230.98044535203
1462,156217.79321899894
1463,184719.67958466802
1464,195231.01937280258
1465,196751.6914934535
1466,172880.8320178818
1467,178372.39670205905
1468,162270.31137832563
1469,191503.13506496898
1470,120832.77275855588
1471,189010.01441558255
1472,97497.75815339488
1473,95589.96007975205
1474,146056.36425558932
1475,114580.57991977464
1476,358482.5528775451
1477,250177.05788175573
1478,295633.6971539544
1479,295650.07846958295
1480,473140.69741128816
1481,329695.73041454714
1482,211640.47542044742
1483,177991.16211629286
1484,160316.5209027873
1485,189169.92960955817
1486,195616.94615246565
1487,332294.8420461018
1488,239710.86657048418
1489,197302.7957050262
1490,227900.7104782485
1491,193699.17575289906
1492,93947.01986514167
1493,192186.076720463
1494,292615.20740839146
1495,292006.4817462206
1496,235169.7592240435
1497,178866.79773885943
1498,169968.96188835736
1499,161194.19448096008
1500,153763.4819856466
1501,173994.47402533906
1502,145197.181871222
1503,289305.2542837354
1504,239812.5962992154
1505,223597.4048654172
1506,189264.3462925382
1507,239941.73897804398
1508,203199.50589276533
1509,164775.2852788808
1510,144671.53218618763
1511,148939.75503696027
1512,175352.63655234547
1513,151814.24128123105
1514,149339.95271922962
1515,192416.2028786543
1516,153224.10691135877
1517,168377.15026912407
1518,133314.03981318185
1519,214425.46596044523
1520,128693.0624120389
1521,131844.5415617855
1522,176409.8975864455
1523,112032.27331008491
1524,125346.12279763781
1525,120117.38887722162
1526,114674.93694080893
1527,107774.1471571082
1528,136670.30340949498
1529,149270.03764627757
1530,180741.1127019251
1531,105779.99208797576
1532,99082.92513741826
1533,144401.18736498785
1534,124912.15061361817
1535,146254.80827250832
1536,107691.11173094086
1537,66216.52932799995
1538,150485.42517996248
1539,195072.85525010555
1540,97106.34522216654
1541,138187.4293607194
1542,140392.2108023731
1543,193993.12736374236
1544,86173.0690282131
1545,116604.38194958334
1546,134859.76829176565
1547,127655.90107981066
1548,139948.61074481055
1549,120864.26630401284
1550,135489.85524951073
1551,111072.76153422246
1552,133896.04750227102
1553,147768.98352491978
1554,116348.416471104
1555,161471.10834239144
1556,84361.13069136617
1557,105132.43300458361
1558,99217.50008497859
1559,70915.87349567347
1560,129033.10209782353
1561,133855.96417108385
1562,130269.43031548745
1563,118954.52771759832
1564,151145.58323099834
1565,149125.9892325724
1566,243843.85105969856
1567,79185.6902639534
1568,229624.22256562527
1569,123654.50681602299
1570,139325.82765386638
1571,123282.39863033096
1572,143099.42837751668
1573,234258.68546764113
1574,117430.44963098996
1575,227150.54589371238
1576,241265.86281452145
1577,185488.083866857
1578,150840.83335049936
1579,145981.69022912002
1580,197763.4084864312
1581,154637.16578069574
1582,124881.10205924758
1583,298571.88681879715
1584,218017.3060243593
1585,135699.3487607115
1586,69414.36204563858
1587,104009.21288945155
1588,150105.53548495146
1589,97147.29070851799
1590,132352.71140278337
1591,91838.65937305172
1592,116573.42421904957
1593,126946.64469785152
1594,120081.60608666201
1595,103004.49866329714
1596,230464.4909986562
1597,195177.46309664924
1598,227312.74237916252
1599,171836.79605955433
1600,164355.5509734949
1601,66926.41997575274
1602,116029.17025546802
1603,78093.66644096214
1604,261956.64542750438
1605,244529.1460201857
1606,168738.74120733794
1607,169420.1600109689
1608,217010.0608952363
1609,179159.61117643543
1610,155433.3628643452
1611,139993.7951189833
1612,172734.25946723693
1613,165288.74943661503
1614,125754.5372352942
1615,93915.42216329864
1616,78266.27552409793
1617,92967.95718526705
1618,125059.18299566275
1619,134950.5795331708
1620,156812.26947114157
1621,139831.35776778372
1622,141313.43069439256
1623,262657.90470073465
1624,206092.27233240515
1625,119864.69706925031
1626,171110.36934750894
1627,192783.82221569953
1628,278929.6261013829
1629,185612.34098243652
1630,354789.34304236737
1631,230246.23686737716
1632,248877.23746379744
1633,176481.79291246372
1634,184877.14957451116
1635,177071.8851161036
1636,152737.22970015154
1637,199562.80759578574
1638,183668.32372346768
1639,189383.23219664735
1640,253167.3713688162
1641,185229.62073875195
1642,237851.14654259488
1643,215695.20918171667
1644,235918.0955308583
1645,194792.32973357616
1646,159807.70939903485
1647,157786.51925052577
1648,130931.13419441262
1649,141217.2819596498
1650,112816.7270615481
1651,121071.86900996086
1652,97383.56151036022
1653,98159.88494985203
1654,145672.07396519248
1655,136583.18499776197
1656,140632.44072823366
1657,147893.77670579636
1658,142968.8592541623
1659,120693.06844196939
1660,156573.60892125257
1661,434434.0030886656
1662,400855.4847866662
1663,376253.82259417407
1664,399344.3821939865
1665,307312.5123156019
1666,330160.5582055027
1667,387417.2355620631
1668,343544.25292574207
1669,314480.27660251176
1670,348268.2373623747
1671,258944.24050736387
1672,421742.74186170084
1673,288601.6743387998
1674,244164.4536493794
1675,194602.9990821836
1676,195108.21254321243
1677,223303.52076886484
1678,445711.36608508026
1679,387360.7905787709
1680,334103.78863196715
1681,250149.0323968511
1682,322164.7184048301
1683,179795.1688219771
1684,176494.74811048622
1685,177003.34537411114
1686,167230.81038210442
1687,172675.11693450197
1688,188307.78622274002
1689,197603.12385680413
1690,196810.92551460682
1691,184381.9323036359
1692,269488.2855346971
1693,169488.57188277604
1694,184121.6589245898
1695,168678.31723776436
1696,268185.2763200048
1697,173344.54494400573
1698,349855.06027357455
1699,311264.92391409364
1700,250303.5483084177
1701,271596.55458586855
1702,240738.16887258244
1703,241661.10029001473
1704,279085.6412303627
1705,240631.55402321563
1706,364234.377624193
1707,214298.40433769714
1708,203721.91595284513
1709,268174.9115283451
1710,219328.78732558843
1711,270698.37345468556
1712,249621.7722207395
1713,276199.5793456798
1714,224022.79461480887
1715,210398.29478899803
1716,186248.9687395222
1717,176839.34726145933
1718,135405.05129511486
1719,207241.59532284676
1720,249631.77781063554
1721,166218.06269998246
1722,123053.78317555544
1723,155236.9944876713
1724,202484.25534194306
1725,235176.04035490242
1726,185517.54589248344
1727,152207.0166245267
1728,179384.41179027368
1729,168771.94727027946
1730,157071.5475735375
1731,121531.00436495735
1732,126583.73606500441
1733,114198.59507359363
1734,118149.31746203058
1735,126353.88795444228
1736,110181.83798436887
1737,307428.2095451812
1738,249017.34730908216
1739,236707.48899587546
1740,198223.7362120321
1741,187464.5176608003
1742,171911.00450187473
1743,179626.80551582138
1744,307052.61448709504
1745,220454.91985534315
1746,190995.64481321946
1747,216157.67742249573
1748,215068.4116027022
1749,144920.21354519977
1750,125688.43111289339
1751,248596.30763979704
1752,116098.52776640073
1753,149285.81189944246
1754,197613.2029003632
1755,164446.15261834342
1756,125943.79077913857
1757,121050.81483690989
1758,146351.04169035924
